id,name,image,ingredients,steps,source
133,[감자 전] 쫀득쫀득 맛있게 만드는 법,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/b8acd2fa210b5f3248a80e393b3cef7d1.jpg,"감자                                                                                                            

3개 
양파                                                                                                            

조금 
청양고추                                                                                                            

 
홍고추                                                                                                            

조금 
부침가루                                                                                                            

1스푼 
꽃소금                                                                                                            

1/5스푼 
식용유                                                                                                            

적당량 
구매","감자는 껍질 제거하고 간장 양념장에 곁들이는 청양고추 홍고추 준비합니다|감자는 강판에 쓱쓱 갈아주세요편리하게 믹서기를 사용해도 되는데요 강판에 갈아 조리하면 맛이 더 좋은것 같더라고요|감자 가는 중간에 양파 약간을 조금씩 두 번 정도 갈아주세요감자 껍질 제거해 두면 감자의 색이 갈색으로 변하는 갈변현상이 되는데요 양파는 감자의 갈변을 막아주는 역할을 한답니다~
조리하는 동안 감자의 예쁜색이 그대로 유지가 됩니다|다 갈고나면 작은 조각이 남는데요 포크를 사용해 보세요손 다칠 걱정이 없어요~|간 감자는 볼위에 체를 올리고 간 감자를 부어주세요 체에 밭쳐 약 10분을 두세요감자 간 물을 절대 버리지마세요!|10분 후 감자간 윗물은 살살 따라버리세요|바닥에 하얗게 보이는 것이 감자 전분이예요|볼에 물기 제거한 감자와 감자 전분 넣고|소금 1/5스푼과 부침가루 1스푼을 넣고|골고루 섞어주세요|양념 간장에 곁들일 청양고추, 홍고추는 잘게 썰어주세요|충분히 달군 팬에 기름 넉넉히 두르고 반죽을 올려 구워주세요|감자 전은 얇게 구워야지 더 바삭하더라고요 노릇노릇하게 구워주면 쫀득쫀득 바삭한 식감의 맛있는 감자 전 완성~ 맛있게 만들어보세요",https://www.10000recipe.com/recipe/6915156
134,【아이들 취향 저격인 감자전】,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/21/582fe98ea5e4a9fdf219beb4539229bd1.jpg,"큰 감자                                                                                                            

1개 
베이컨                                                                                                            

3줄 
슬라이스치즈                                                                                                            

2장 
튀김가루                                                                                                            

2T 
파슬리                                                                                                            

2꼬집 
소금                                                                                                            

2꼬집 
구매","감자는 최대한 얇게 채썰어서 한번 헹궈서 물기를 뺀후 베이컨 3장정도(취향에맞게)넣어주셔요^~^|그다음 잘붙게 하기위해 
튀김가루 두스푼, 계란하나,소금 두고집 넣어 주셔요~~|고루고루 잘섞어서 ~
(튀김가루,부침가루,전분가루 다상관 없어요~
집에 있으신걸로 넣어 주세요~~)|달군 후라이팬에 기름을 넉넉히 두르고 반정도 덜어 구워 주시면 되셔요~후라이팬은 꼭 달군후 구워 주셔야지 겉이 빠삭하게 구워 집니다용^~^|적당히 익으면 뒤집어서|바로 치즈한장을 뜯어 올려 주시면 치즈가 적당히 녹아요^~^|파슬리 가루 소솔 뿌리심 끝이에용^~^",https://www.10000recipe.com/recipe/6871578
135,백종원 대패삼겹살 콩나물 불고기,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/25/a6e0408192db3faffef005814c7cd7bb1.jpg,"대패삼겹살                                                                                                            

500g 
콩나물                                                                                300g


1봉지 
양파                                                                                                            

1/2개 
새송이버섯                                                                                                            

1개 
대파                                                                                                            

1대 
청양고추                                                                                                            

1개 
깻잎                                                                                                            

10장 
고춧가루                                                                                                            

3스푼 
고추장                                                                                                            

3스푼 
간장                                                                                                            

3스푼 
설탕                                                                                                            

2스푼 
다진 마늘                                                                                                            

2스푼 
맛술                                                                                                            

3스푼 
소스볼숟가락믹싱볼채반도마조리용나이프볶음팬요리스푼구매","양념 재료인 고추장 3, 고춧가루 3, 간장 3, 맛술 3, 다진 마늘 2, 설탕 2를 모두 한데 넣어 고루 섞어 양념장을 만들어 주세요.|양념 비율은 1:1:1:1:1:1로 해주심 된답니다. 저는 다진 마늘, 설탕량만 1숟가락씩 줄였어요.|콩나물 300g을 씻어 체에 밭쳐 물기를 제거하고 준비합니다|삼겹살 500g을 준비하고|양파 1/2는 굵게 채 썰어주고, 깻잎 10장은 씻어 2~3등분 하고 청양고추 1개, 대파 1대는 송송 썰어주고 새송이버섯 1개는 큼직하게 썰어 준비합니다.|넓은 팬에 씻어 놓은 콩나물을 깔고|그 위에 대파, 양파, 새송이버섯을 모두 올리고|그 위에 대패삼겹살을 올리고|고기 위에 깻잎, 청양고추를 올린 다음 만들어 놓은 양념장을 모두 넣고|달달 볶아주면 콩나물에서 수분이 나와 물을 넣지 않아도 보글보글 국물이 생긴답니다.|백종원 콩나물 불고기 완성 ^^",https://www.10000recipe.com/recipe/6893092
136,수미네반찬 고추마늘장아찌 담그는법 (600cc 기준),https://recipe1.ezmember.co.kr/cache/recipe/2020/07/15/b578455ef27e34ce955aa7e9f51576c41.jpg,"깐마늘                                                                                                            

1.5컵 
청양고추                                                                                                            

1봉지 
간장                                                                                                            

140cc 
식초                                                                                                            

140cc 
소주                                                                                                            

20cc 
설탕                                                                                                            

40g 
구매","유리병은 끓는 물에 데친 다음 이렇게 뒤집어서 물기를 바짝 말려주세요. 스파게티소스병 씻어서 말린거예요.ㅋㅋ 장아찌 담글때 딱 좋아용~^^|청양고추와 마늘을 함께 담그면 게운하니 맛있어요~~ 청양고추 1봉지 수퍼에서 사오고~ 시골에서 보내주신 마늘도 껍질 까서 준비했어요. 햇마늘이라서 향도 맛도 정말 좋아요.|마늘은 껍질까서 씻은 후 키친타월로 물기 닦아주고~ 고추는 마늘과 비슷한 크기로 썰었어요.|간장 140cc(3/4컵), 식초 140cc(3/4컵), 소주 20cc(2숟갈), 설탕 40g(1/3컵)을 그릇에 넣고 잘 섞어주세요. 설탕이 녹을 만큼 적어주시면 됩니다. 셰킷~~셰킷~~|장아찌국물을 얌전히 부어주고 마개를 닫아요. 
실온에서 5일 숙성하고 냉장고에 보관해요. 고추장아찌는 1주일정도 지나서 먹어도 무방하고요~ 마늘은 아린맛 때문에 빨리 드시면 속이 쓰릴꺼예요. 저는 보통 3개월 정도 숙성시킨 후에 먹고 있는데 딱 맛있더라고요.",https://www.10000recipe.com/recipe/6936686
137,양파고추마늘장아찌 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/e1f9e36418ce3afa9c708db24e363a731.jpg,"양파                                                                                                            

 
고추                                                                                                            

적당량 
장아찌용 통마늘                                                                                1~1.5kg


 
간장                                                                                                            

 
물                                                                                                            

 
매실액                                                                                                            

 
식초                                                                                                            

 
구매","양파를 물에 씻어줍니다.|고추도 흐르는 물에 여러번 씻어줍니다. 고추를 모두 씻고난 다음에는 물기를 빼고 용기에 넣어줍니다.|고추 상태에 따라 끝을 살짝 자르거나 바늘 구멍을 내 줍니다. 간장물이 잘 들어가도록 하기 위한 방법인데요. 고추가 연하다면 그냥 만들어야 무르지 않아요. 제가 사용한 고추는 껍질이 두껍고 질긴 편이어서 끝을 살짝 잘라도 무르지 않습니다.|깨끗하게 씻어 껍질을 벗겨놓은 양파는 찬물에 30분쯤 담갔다가 자르면 눈이 맵지 않아요. 양파 자르면서 눈물 쏟는 일은 더이상 없답니다.|손질한 양파는 큼직하게 썰어주세요. 써는게 귀찮으면 통으로 넣거나 반만 잘라서 넣어도 좋아요.|고추와 양파가 모두 준비되었습니다. 여기에 간장물을 끓여부으면 끝이죠.|저는 모든 재료(간장, 물, 매실액, 식초)를 1:1로 넣어 간장물을 만드는데요. 식초는 70%정도로 맞춰주는게 여럿이 먹기 좋고요. 설탕대신 매실액을 넣으면 더 맛있답니다. 혹시 집에 남아도는 매실액이 있다면 장아찌 만들때 넣어보세요. 그렇게 하면 어지간해서는 다 맛있습니다.|간장 : 물 : 매실액 : 식초 = 모두 1 : 1 (단! 식초는 입맛에 맞게 조절하세요.) 비율을 맞춰서 끊여줍니다.|팔팔 끓인 간장물은 식혀서 부어도 좋고 뜨거운 채로 그냥 부어도 됩니다. 저는 팔팔 끓는 간장물을 한김 정도만 식히고 뜨거울때 부어요. 좀 더 아삭한 식감을 주는 것 같아 그렇게 하고 있습니다.|자 이렇게 해서 양파고추장아찌가 완성되었네요.|갓 만든 장아찌는 뚜껑을 열어서 뜨거운 김을 빼주고 실온에 하룻밤정도 놔뒀다가 김치냉장고에 넣어 숙성한 다음 드시면 됩니다. 상하는 음식이 아니니 그냥 실온에 두셔도 괜찮아요.|마늘 장아찌 만들기도 똑같아요~ 요렇게 사이즈 좋은 마늘은 까지 않고 통째로 넣습니다. 마늘 한접을 물에 깨끗하게 씻어 겉에 붙은 지저분한 껍질과 잔뿌리를 제거합니다. 그리고 물기를 좀 빼줍니다. 그럼 끝.|잘 씻은 마늘을 준비한 용기에 넣어줍니다.|위에서와 같은 방식으로 만든 간장물을 넣고 실온에서 보관합니다. 단. 유리병이니 너무 뜨거운 간장물보단 한김 식힌 것이 더 좋아요. 저도 좀 더 식혀 넣었습니다.|마늘장아찌 완성. 고추나 양파장아찌는 만든지 2주쯤 지나면 대부분 맛이 들어 바로 먹을 수 있지만 마늘장아찌는 좀 오랜 숙성기간이 필요해요. 대략 1년 정도는 묵혔다 먹어야 마늘의 아린맛도 없어지고 새콤달콤하고 짭짤한 마늘 장아찌가 완성됩니다.|완성되어 먹기 시작한 양파, 고추 장아찌입니다.|요건 장아찌 국물이에요. 장아찌 건더기도 맛있지만 국물도 못지 않게 맛이 좋아요. 얘도 일종의 만능간장이라 부를 수 있을것 같아요~ 저는 볶음밥에 항상 장아찌 간장물을 넣는데요. 저절로 간이 맞춰지면서 볶음밥이 참 부드럽고 촉촉해져요. 고추씨가 둥둥 뜬 맛있는 간장물은 나중에 또다른 장아찌에 그대로 사용합니다~ 어차피 건더기를 먹을수록 간장물은 넉넉해지니까 다른 용도로 충분히 재사용이 가능해요~ 그만큼 맛도 좋아요.",https://www.10000recipe.com/recipe/6832367
138,마늘장아찌,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/03/f6f641ac0b5c662cb221ef5e1562e6641.jpg,"햇마늘                                                                                                            

2kg 
물                                                                                                            

600ml 
양조식초                                                                                                            

600ml 
간장                                                                                                            

2T 
설탕                                                                                                            

1컵 
소금                                                                                                            

1T 
청주                                                                                                            

2T 
구매","올해 햇마늘을 까줍니다요
물에 뿔려서 까면 잘까진다는데 햇마늘 바로 뽑은거라 완전 잘까진다는요|열심히 까서 물로 한번 씻어줬습니다 
채반에서 최대한 물기를 빼줬어요 30분정도 놔뒀어요|그리고는 잔여물기는 깨끗한 면에다 닦아줬습니다|그리고 1차절임물 준비해요
물과양조식초를 1:1의비율로 해줍니다 저는 마늘2키로에 물600ml식초600ml들어가네요|열탕소독한 유리병에 넣고 밀봉한후에 일주일정도 아린맛을 빼줍니다 
이때 햇빛이 안드는 그늘지고 바람이 잘통하는 곳에 보관해줍니다 안글엄 녹색으로 변하더라는요|일주일뒤 모습입니다 
요절임물을 다시 걸러내고 2차절임을 합니다|설탕한컵 150g나오네요
소금1T 간장2T 청주2T 준비합니다|1차 절인물을 냄비에 넣고 위의 준비재료를 같이 넣어 끓여주세요|2차절임물을 마늘에 다시 부워줍니다 
저는 선물할곳이 있어 작은병다시 열탕소독해서 소분했다는요|실온에서 완전히 식을때까지 놔뒀다가 냉장보관합니다 
아린맛이 엄청 오래갑니다 
저희집은 냉장고에 100일 이상 숙성시켜 가을부터먹기 시작 한다네요",https://www.10000recipe.com/recipe/6850442
139,고구마샌드위치,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/17/5cb2465d66190ca9f0f6cd7aa53e69231.jpg,"고구마                                                                                중 사이즈


2개 
핫도그 빵                                                                                                            

2개 
다진 양파                                                                                                            

3스푼 
옥수수콘                                                                                                            

6스푼 
다진 피클                                                                                                            

2스푼 
파프리카                                                                                                            

2스푼 
마요네즈                                                                                                            

3스푼 
파마산치즈가루                                                                                                            

1스푼 
설탕                                                                                                            

0.3스푼 
소금                                                                                                            

약간 
구매","먼저 고구마를 굽거나 쪄서 준비하고
찐 고구마를 껍질을 벗겨서 볼에 넣고 포크나 으깨기를 이용해 잘게 으깨주세요.
쪄놓은 고구마가 남았을때 만들어 보세요.|여기에 다진 양파 3,파프리카 2, 다진 피클 2, 옥수수 콘 6을 넣어주세요.
위 재료들 중에 없는 것은 넣지 않아도 되고요.
씹히는 식감을 위해 옥수수 콘을 넣었고요, 여기에 견과류 또는 건포도를 함께 넣어도 좋아요.
참고로 옥수수는 찐 옥수수 알알이 떼어서 사용했어요.
마트에서 파는 캔 옥수수로 대체 가능|마요네즈3,파르마산 치즈가루 1, 설탕 0.3, 소금약간 넣어주고
파르마산 치즈가루를 넣어주면 휠씬 고소해요.
그리고 고구마 당도가 높다면 설탕은 생략하셔도 됩니다.
갖고 계신 고구마에 당도에 따라 응용해서 맛있게 만드세요.|이제 모든 재료를 잘 버무려주세요.|핫도그 빵은 굽지 않고 전기밥솥에 넣어 두었어요.
냉동실에 보관한 빵이라 5분 정도 넣어둔 것 같아요.
그랬더니 말랑 말랑하니 그냥 먹어도 엄청 맛있는~
이제 빵 사이에 고구마 샐러드를 잔뜩 넣어 주심 끝!|고구마 샌드위치 완성
빵이 부담스럽다 생각하심 고구마 샐러드만 그냥 드셔도 좋답니다.
견과류가 똑떨어져 넣지 못해 아쉬워요.
집에 견과류 있으심 샐러드에 꼭 넣어주세요.
그럼 휠씬 고소하니 맛있거든요.",https://www.10000recipe.com/recipe/6879894
140,주말 브런치 고구마 샌드위치 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/f73fa2062fd226dce21cd16c09580e551.jpg,"식빵                                                                                                            

6장 
고구마 삶은 것                                                                                                            

180g 
슬라이스 햄                                                                                                            

2장 
슬라이스 치즈                                                                                                            

2장 
토마토                                                                                                            

1개 
양상추                                                                                손바닥 크기


6장 
생크림                                                                                                            

1.5큰술 
마요네즈                                                                                                            

1.5큰술 
설탕                                                                                                            

1/2큰술 
머스타드 소스                                                                                                            

1/2큰술 
소금                                                                                                            

약간 
피클소스                                                                                                        
2큰술 
구매","고구마는 뜨거울 때 껍질을 벗겨 으깨 주세요. 전 남아 있는 고구마 처리용이기 때문에 전자레인지에 돌려 따듯하게 만들 어 준 뒤 으깼습니다. 뜨거울 때 으깨야 쉽게 으깰 수 있다는 점 잊지 마세요.^^전자레인지|으깬 고구마에 분량의 마요네즈, 생크림, 설탕, 머스타드 소스, 소금을 넣고 잘 섞어 주세요. 집에 건포도 등 견과류가 있으면 넣어 주셔도 됩니다.^^|양상추은 깨끗이 씻어서 키친타올 등으로 물기를 제거한 후,
토마토는 슬라이스 해 주시고 슬라이스 치즈와 햄을 준비해 주세요.
식빵은 토스터기에서 살짝 구워 주고 버터를 빵 표면에 발라 주세요. 
버터는 수분이 빵에 흡수되는 것을 지연시켜 주므로 채소 깔기 전에 사용하면 좋습니다. 
양상추를 3장 정도 깔고 슬라이스 햄과 치즈를 올려 주세요.토스터기|다시 식빵 한 개를 더 올려 주세요
그 위에 고구마를 두툼하게 펴 발라 주세요. 마지막으로 피클소스를 발라 주세요. 피클소스가 없으신 분은 피클을 올려 주시면 됩니다.|야채가 너무 파릇파릇 살아 있다면 이렇게 접시 등으로 무겁게 올려 숨을 죽여 주세요.|야외로 놀러 가실 분들은 유산지에 예쁘게 사서 나가시면 됩니다. ^^",https://www.10000recipe.com/recipe/2752502
141,고구마 샌드위치 만드는 법,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/27/b2e602d44dc1836b8a75fba0b92b80d9.jpg,"고구마                                                                                                            

3개 
우유                                                                                                            

2큰술 
견과류                                                                                                            

 
건포도                                                                                                            

 
식빵                                                                                                            

 
치즈                                                                                부재료


 
마요네즈                                                                                                            

1큰술 
꿀                                                                                이나 올리고당


 
구매",고구마 3개는 폭폭 쪄서 뜨거울때 껍질을 벗겨 뜨거울 때 으깨줍니다.|으깬 고구마에 우유를 넣어가며 농도를 맞춰 줍니다. 고구마의 상태에 따라서 우유의 양을 조절해주세요.|마요네즈 1큰술을 넣고 고루 섞어 줍니다. 마요네즈를 넣으면 고소함이 살아나 더욱 감칠맛 난답니다. 혹시나 고구마의 맛이 덜하다면 꿀이나 올리고당을 넣어 주세요.|농도가 맞춰진 으깬 고구마에 건포도 2큰술을 넣고 섞어 줍니다.|다져놓은 견과류도 넣고 치즈도 잘라 넣어줍니다.|완성된 속을 식빵에 고루 발라 잘라주면 끝.,https://www.10000recipe.com/recipe/4392370
142,양배추 계란찜 만드는법,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/28/37a91215d3b01cb793be985d09892dfe1.jpg,"양배추                                                                                                            

1/2-1/3잎 
당근 슬라이스                                                                                                            

2-3조각 
멸치 다시마 육수                                                                                                            

200ml 
계란                                                                                                            

2개 
까나리액젓                                                                                                            

1/2스푼 
새우젓                                                                                                            

1/2스푼 
참깨                                                                                                            

1스푼 
물                                                                                                            

250ml 
멸치                                                                                                            

7-8개 
다시마                                                                                                            

1-2조각 
물                                                                                                            

500ml 
식초                                                                                                            

1스푼 
볼도마조리용나이프냄비내열용기전자레인지구매","양배추를 식초 1스푼 탄 물에 10분 정도 담가 소독해 주세요.볼|양배추를 잘게 다져 주세요.도마 , 조리용나이프|당근도 잘게 다겨 주세요.|멸치 다시마 육수를 끓여 주세요.냄비|용기에 계란을 풀어 놓고 육수를 부어 주세요. 깨나리액젓과 새우젓을 넣고 잘 휘저어 섞어 주세요.내열용기|위에 참깨 한스푼 얹고 접시로 뚜껑을 덮어 전자레인지에 7-8분 돌려 주세요. 익었는지 중간을 숟가락으로 퍼보고 계란물이 나오면 1-2분 더 돌려 주면 되요.전자레인지",https://www.10000recipe.com/recipe/7020984
143,"식당에서 먹던 맛과 비주얼 그대로, 폭탄 계란찜 만드는 법",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/06/c807784ab41809f624a6a4a7466cd5bd1.jpg,"계란                                                                                                            

3개 
소금                                                                                                            

1/3큰술 
설탕                                                                                                            

1/3큰술 
대파                                                                                또는 쪽파


적당량 
통깨                                                                                                            

적당량 
참기름                                                                                                            

1큰술 
물                                                                                                            

100ml 
뚝배기나무수저세트거품기계량컵구매","폭탄계란찜을 만들기 전 재료부터 준비해줍니다. 계란 3개, 참기름 1 큰 술, 소금 1/3 큰 술, 설탕 1/3 큰 술, 대파 또는 쪽파 약간, 통깨 조금, 물 100ml반찬접시|작은 뚝배기에 계란 3개를 깨뜨려 넣은 뒤 거품기로 계란을 풀어줍니다뚝배기 , 거품기|설탕 1/3 큰 술, 소금 1/3 큰 술을 넣고 한 번 더 거품기로 잘 섞어주기!|그리고 나서 물 100ml를 넣어주고 또 한 번 거품기로 휘리릭 ~|뚝배기를 가스레인지에 올린 뒤 계란이 몽글몽글 익을 때까지 젓가락으로 저어줍니다. 중불입니다.중불|이렇게 계란이 몽글몽글해지면,나무요리젓가락|송송 썰어둔 쪽파를 투척한 뒤 뚜껑을 닫고 4-5분가량 익혀주세요.약불뚜껑을 닫고 나서는 약불로 줄여줍니다.|4-5분 후 뚜껑을 열어보면, 아주 먹음직스럽게 부풀어 오른 계란찜을 만나볼 수 있다는!!! +_+|부풀어 오른 계란찜 위에 적당량의 통깨와 참기름을 뿌려주면 폭탄 계란찜 만드는 법은 이렇게 간단하게 끝이 나요!|계란찜 만들기가 이렇게 쉬운 거였나 싶을 정도로 넘나 쉬웠던 폭탄 계란찜 만들기 ♥나무수저세트|뜨거운 계란찜을 한 숟가락 퍼서 맛을 보니, 대박 ㅠㅠㅠㅠㅠㅠㅠㅠ 이거 진짜 식당에서 먹던 바로 그 계란찜 맛이네요 ㅎㅎㅎ 역시 백주부님 레시피는 진짜 최고 최고 ♪",https://www.10000recipe.com/recipe/6872350
144,콩나물 요리 / 콩나물덮밥,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/05/a928e55c824bbbff326e9081507b695f1.jpg,"콩나물                                                                                                            

100g 
김치                                                                                                            

70g 
간돼지고기                                                                                                            

50g 
밥                                                                                                            

210g 
물                                                                                                            

3Ts 
다진 마늘                                                                                                            

1/2Ts 
고춧가루                                                                                                            

2Ts 
김칫국물                                                                                                            

3Ts 
간장                                                                                                            

1.5Ts 
후춧가루                                                                                                            

1꼬집 
구매","콩나물은 씻어 준비한다.|김치는 작게 잘라 준비한다.|간 돼지고기를 준비한다.|냄비에 콩나물을 깔아 준다.|콩나물 위에 김치, 간 돼지고기를 올려준다.|물, 다진 마늘, 고춧가루, 김칫 국물, 간장, 후춧가루를 넣고 볶아 준다.|밥을 준비한다.|밥 위에 덮밥소스를 올려 준다.",https://www.10000recipe.com/recipe/6930085
145,버섯콩나물덮밥,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/29/825479d7c953ef9c2e162bf94bf76d92.jpg,"새송이버섯                                                                                                            

3개 
콩나물                                                                                100g


1줌 
붉은 고추                                                                                                            

1개 
마른 고추                                                                                                            

1개 
통마늘                                                                                                            

3개 
대파                                                                                                            

1/2줄기 
식용유                                                                                                            

조금 
참기름                                                                                                            

조금 
검은깨                                                                                                            

조금 
두반장                                                                                                            

1큰술 
굴소스                                                                                                            

1큰술 
물엿(올리고당)                                                                                                            

1큰술 
설탕                                                                                                            

1작은술 
다진 마늘                                                                                                            

1작은술 
청주                                                                                                            

1작은술 
구매","새송이버섯은 밑동을 자라내고 반으로 가른 다음 조금 얇게 칼질을 합니다.|칼질한 새송이버섯은 끓는 물에 데쳐 찬물에 씻고 물기를 뺍니다.붉은 고추는 얇게 어슷썰기를 하여 씨를 뺍니다.|콩나물은 뿌리를 다듬고 끓는 물에 데쳐서 찬물에 씻고 물기를 뺍니다.|통마늘은 편으로 얇게 썰고, 마른 고추와 대파는 어슷썰기를 합니다.달군 팬에 마늘과 마른 고추. 대파를 넣고 향을 냅니다.|향을 낸 다음 물기를 뺀 새송이버섯을 넣고 한번 볶은 다음 양념장을 넣어 다시 한번 볶아줍니다.|새송이볶음위에 콩나물과 붉은 고추를 넣고 다시 한번 센불에 볶아내면 새송이콩나물 볶음이 완성됩니다. 참기름을 살짝 가미하면 고소한 맛일 더욱 멋지답니다.|그릇에 밥과 버섯볶음을 넣고 상추와 깻잎을 살짝 곁들입니다.",https://www.10000recipe.com/recipe/1677645
146,식감이 살아있는 콩나물 # 콩나물 덮밥 # 만능 양념장,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/30/c731c9dddcbbe05ec620429b5c0a66e51.jpg,"콩나물                                                                                                            

250g 
대파                                                                                                            

2T 
밥                                                                                                            

2인분 
원당                                                                                또는 설탕


2T 
고추가루                                                                                                            

2T 
고추장                                                                                                            

2T 
매실청                                                                                                            

2T 
양조간장                                                                                                            

1T 
사과식초                                                                                                            

2T 
다진마늘                                                                                                            

1T 
참기름                                                                                                            

2T 
통깨                                                                                                            

1T 
구매","콩나물을 깨끗이 씻은 다음|채망에 건져 주고 채망을 툭툭 쳐서 잔여 물기를 빼주세요|물 400ml를 끓여주세요|콩나물을 넣은후 뚜껑을 닫고 익혀주세요 4분후 김이 올라오면서 익는 냄새가 납니다 
5분 후 뚜껑을 열고 콩나물을 뒤집어주세요|재빨리 건져서 찬물에 담갔다가 꺼내서 채망에 건져주세요|찬물에 오래두지 말고 바로 건져주세요|원당 2 고추가루 2 고추장 2 매실청 2 양조간장 1 사과식초 2 다진마늘 1 참기름 2 통깨 1T 
새콤달콤 양념장을 준비합니다|대파를 작게 썰고|아삭아삭한 콩나물 반찬으로 무치거나 한그릇 덮밥으로 최고입니다|준비한 양념장을 취향대로 넣고 대파를 올려서 비벼드시면 달아난 입맛도 살아난답니다|스테이크 고기를 올려서 먹었어요 달걀후라이나 김가루도 좋아요|고소하고 아삭한 콩나물 무침!
(콩나물 250g 고추가루 1~2T 멸치액젓 1T 다진마늘 대파 통깨) +참기름",https://www.10000recipe.com/recipe/6982526
147,닭야채죽,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/033ad9bc095ced143680ed272320951c.jpg,,,https://www.10000recipe.com/recipe/1011456
148,닭고기 야채죽,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/a63aee844456a716c481e543cda6ba73.jpg,"찬밥                                                                                                            

1공기 
닭가슴살 통조림                                                                                                            

1개 
애호박                                                                                                            

1/3개 
표고버섯                                                                                작은것


5개 
양파                                                                                                            

1/2개 
당근                                                                                                            

1/3개 
물                                                                                                            

6컵 
구매","준비된 야채는 잘게 다져 주세요. 닭가슴살은 체에 밭쳐 물기를 빼서 준비해 주세요.|전기밥솥 내솥에 찬밥과 닭가슴살, 다진 야채를 넣어 주세요.|물도 6컵 부어 주세요.|영양죽 코스로 맞추고 기다려주세요. 시간이 지나면 이렇게 맛있는 죽을 전기압력밥솥이 만들어 줍니다.",https://www.10000recipe.com/recipe/4628835
149,야채참치죽,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/12/c2726087a9bc24dd33df6ad2500a82711.jpg,"당근                                                                                                            

1/2개 
애호박                                                                                                            

1/2개 
참치                                                                                                            

1캔 
물                                                                                                            

15컵 
밥                                                                                                            

2공기 
김가루                                                                                                            

조금 
국간장                                                                                                            

2T 
참기름                                                                                                            

2T 
구매",달군 후라이팬에 참기름을 두르고 손질한 당근->호박 순서로 볶은 후 밥과 함께 볶아주세요.|야채와 밥을 볶는 동안 참치의 기름을 빼주세요.|볶은밥에 물(밥이 물에 잠길정도)을 넣고 센불로 조리하다 끓기시작하면 중불로 줄이고 쫄기 시작하면 물을 계속 넣어주세요.|20분 가량 국자로 누르며 휘져은 후 기름 뺀 참치를 넣어주세요.|5분가량 계속 누르듯 원을 그리며 휘져으며 끓이다가 국간장 2T를 넣고 5분 더 끓여 마무리해주세요.,https://www.10000recipe.com/recipe/6828882
150,"엄마의 레시피, 소고기 미역국 끓이는 법",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/28/860484b80033e84a3584a366ae903a0d1.jpg,"소고기                                                                                국거리용


180g 
미역                                                                                20g


1줌 
쌀뜨물                                                                                혹은 물 / 종이컵 7컵


1.4L 
다진마늘                                                                                                            

1큰술 
참기름                                                                                                            

1큰술 
국간장                                                                                                            

2큰술 
소금                                                                                                            

약간 
스테인레스볼채반스테인레스냄비계량컵대접구매","키친타올을 이용해 소고기 핏물을 닦아주세요.덩어리 고기를 사용할 경우 수직 방향(고기의 결과 반대로)으로 썰어주세요.
결대로 썰어주면 고기가 질겨져요.|미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.미역 20g은 이 정도.

대충 가늠할 수 있겠지요?
저울이 없는 분들은 사진 참고해서 양 조절해주세요.|미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.혹, 양 조절에 실패했다면 불린 미역은 냉동실에 보관해뒀다가 드세요.|불린 미역은 가위를 이용해 먹기 좋은 크기로 잘라주세요.|미역은 체를 이용해 건져주세요. 이때 미역 불린 물은 버리지 않고 미역국 끓일 때 물 대신 사용해주세요.엄마의 레시피..
미역 불린 물 혹은 쌀뜨물을 넣어 미역국을 끓이는 거예요. 쌀드물이 없다면 일반 생수 사용해 주세요.

국물의 깊이가 달라진다고 해야 할까요?
조미료 하나 넣지 않고도 깊고 진한 맛의 미역국을 끓일 수 있어요.|중불로 달군 냄비에 참기름 1큰술을 두른 뒤 다진마늘 1큰술과 소고기를 넣고 볶아주세요.|소고기 겉면이 절반 정도 익을 때쯤 국간장 1큰술을 넣어 볶아주세요.|미역을 넣고 푸른색을 띨 때까지 달달 볶아주세요.|쌀뜨물 혹은 미역 불린 물 400mL(약 2컵)를 붓고 강불로 올려주세요.|국물이 끓기 시작하면 물 1L(약 5컵)를 넣어주세요. 다시 끓어오르면 중약불로 줄인 뒤 15분간 끓여주세요.|국간장 1큰술을 넣고 부족한 간은 소금으로 더해주세요. 엄마 손맛 가득한 미역국 완성입니다.",https://www.10000recipe.com/recipe/6873683
